pedido_id;vendedor;categoria;produto;status_pedido;quantidade;valor_unitario;prazo_entrega_dias
14984;Letícia Moreira;Eletrônicos;Smartwatch;Entregue;2;678.97;12
14985;Flávia Azevedo;Eletrônicos;Notebook;Entregue;3;4103.92;12
14986;Willian Duarte;Casa e Decoração;Quadro Decorativo;Cancelado;1;84.63;18
14987;Diego Fernandes;Eletrônicos;Tablet;Em trânsito;3;1383.43;3
14988;Ana Lima;Eletrônicos;Smartphone;Entregue;3;1539.49;11
14989;Rafael Oliveira;Casa e Decoração;Luminária de Mesa;Em trânsito;3;231.14;15
14990;Paulo Nascimento;Esportes;Bicicleta Ergométrica;Em trânsito;4;1945.15;9
14991;Bruno Alves;Eletrônicos;Caixa de Som Bluetooth;Entregue;5;333.42;9
14992;Amanda Silva;Eletrônicos;Smartphone;Entregue;2;1829.98;14
14993;Renato Cavalcante;Eletrônicos;Notebook;Entregue;4;4871.22;5
14994;Fernanda Costa;Eletrônicos;Smartphone;Entregue;5;1968.99;9
14995;Flávia Azevedo;Brinquedos;LEGO Clássico;Entregue;5;357.34;7
14996;Gustavo Pinto;Eletrônicos;Smart TV;Entregue;5;2921.93;3
14997;Paulo Nascimento;Esportes;Tênis de Corrida;Em trânsito;2;286.08;3
14998;Renato Cavalcante;Esportes;Garrafa Térmica;Entregue;4;51.72;7
14999;Alexandre Lacerda;Esportes;Kettlebell;Entregue;3;342.59;8
15000;Diego Fernandes;Esportes;Mochila de Hidratação;Em trânsito;5;179.6;5
15001;Carlos Souza;Casa e Decoração;Cafeteira Elétrica;Entregue;4;408.43;18
15002;Diego Fernandes;Brinquedos;LEGO Clássico;Entregue;3;174.16;10
15003;Patrícia Rocha;Eletrônicos;Notebook;Entregue;2;3469.93;7
15004;Ana Lima;Eletrônicos;Smart TV;Entregue;5;2596.67;12
15005;Carlos Souza;Eletrônicos;Mouse Sem Fio;Em trânsito;5;61.39;8
15006;Patrícia Rocha;Eletrônicos;Teclado Mecânico;Cancelado;2;359.16;9
15007;Natália Barbosa;Eletrônicos;Smartphone;Em trânsito;5;1925.3;6
15008;Diego Fernandes;Eletrônicos;Fone Bluetooth;Em trânsito;5;245.38;6
15009;Bruno Alves;Eletrônicos;Caixa de Som Bluetooth;Entregue;1;310.71;7
15010;Fernanda Costa;Brinquedos;Patins;Em trânsito;4;261.11;6
15011;Leandro Reis;Esportes;Raquete de Beach Tennis;Cancelado;3;392.28;5
15012;Flávia Azevedo;Casa e Decoração;Luminária de Mesa;Em trânsito;4;227.7;4
15013;Anderson Cruz;Eletrônicos;SSD Externo;Entregue;5;546.17;9
15014;Fernanda Costa;Esportes;Raquete de Beach Tennis;Entregue;5;254.96;8
15015;Leandro Reis;Esportes;Bicicleta Ergométrica;Entregue;4;1776.44;8
15016;Rafael Oliveira;Eletrônicos;Tablet;Cancelado;1;1678.8;15
15017;Bruno Alves;Casa e Decoração;Luminária de Mesa;Entregue;3;122.54;15
15018;Marcelo Monteiro;Brinquedos;Pelúcia;Entregue;5;121.25;2
15019;Leandro Reis;Brinquedos;LEGO Clássico;Entregue;1;451.95;3
15020;Claudia Ramos;Casa e Decoração;Tapete Sala;Entregue;3;301.62;11
15021;Priscila Teixeira;Eletrônicos;Smartwatch;Em trânsito;2;418.02;13
15022;Leandro Reis;Brinquedos;Carrinho de Controle Remoto;Entregue;5;264.36;9
15023;Juliana Martins;Eletrônicos;Notebook;Em trânsito;4;4628.06;12
15024;Carlos Souza;Brinquedos;Kit de Ciências;Entregue;3;106.04;4
15025;Camila Pereira;Eletrônicos;Teclado Mecânico;Em trânsito;3;293.09;4
15026;Diego Fernandes;Eletrônicos;Smartphone;Entregue;3;1615.43;11
15027;Ana Lima;Casa e Decoração;Conjunto de Toalhas;Em trânsito;1;118.64;15
15028;Amanda Silva;Esportes;Bicicleta Ergométrica;Entregue;2;2174.67;3
15029;Marcelo Monteiro;Brinquedos;Pista de Carrinhos;Em trânsito;5;244.6;4
15030;Ana Lima;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;5;110.55;10
15031;Vanessa Sousa;Brinquedos;Carrinho de Controle Remoto;Entregue;2;191.33;3
15032;Rafael Oliveira;Brinquedos;Patins;Entregue;1;274.95;6
15033;Ana Lima;Eletrônicos;Tablet;Cancelado;3;1618.04;11
15034;Tatiane Cunha;Casa e Decoração;Difusor de Aromas;Entregue;3;83.37;10
15035;Ana Lima;Eletrônicos;Notebook;Entregue;3;4705.62;9
15036;Fernanda Costa;Eletrônicos;Smartwatch;Entregue;3;473.39;9
15037;Lucas Ribeiro;Brinquedos;Boneca Articulada;Entregue;1;82.52;6
15038;Eduardo Freitas;Eletrônicos;Webcam;Entregue;1;249.84;7
15039;Sérgio Machado;Eletrônicos;Smartphone;Entregue;3;1304.73;10
15040;Bruno Alves;Esportes;Halteres;Entregue;2;158.0;3
15041;Leandro Reis;Eletrônicos;Notebook;Em trânsito;3;4760.78;3
15042;Bruno Alves;Esportes;Luva de Boxe;Entregue;5;210.58;11
15043;Fernanda Costa;Esportes;Bermuda Esportiva;Entregue;2;122.79;10
15044;Ana Lima;Brinquedos;Carrinho de Controle Remoto;Cancelado;3;264.74;6
15045;Claudia Ramos;Eletrônicos;Smart TV;Cancelado;2;2315.21;7
15046;Rafael Oliveira;Brinquedos;Kit de Ciências;Em trânsito;5;203.69;4
15047;Gustavo Pinto;Esportes;Halteres;Entregue;5;87.37;5
15048;Cristiane Tavares;Esportes;Bermuda Esportiva;Em trânsito;3;108.84;9
15049;Gustavo Pinto;Casa e Decoração;Espelho de Parede;Em trânsito;5;333.97;17
15050;Carlos Souza;Brinquedos;Pista de Carrinhos;Em trânsito;2;199.28;9
15051;Mariana Correia;Eletrônicos;Notebook;Entregue;3;5256.7;12
15052;Tatiane Cunha;Casa e Decoração;Fritadeira Air Fryer;Entregue;3;646.93;4
15053;Tatiane Cunha;Casa e Decoração;Jogo de Cama;Entregue;4;179.85;13
15054;Ana Lima;Eletrônicos;Carregador Portátil;Em trânsito;1;121.37;4
15055;Juliana Martins;Esportes;Kettlebell;Cancelado;2;172.01;6
15056;Diego Fernandes;Eletrônicos;Notebook;Entregue;2;5399.13;15
15057;Sabrina Melo;Eletrônicos;Notebook;Entregue;1;2925.2;4
15058;Carlos Souza;Esportes;Bermuda Esportiva;Entregue;4;141.75;4
15059;Bruno Alves;Esportes;Kettlebell;Entregue;1;293.3;4
15060;Bruno Alves;Esportes;Bola de Futebol;Entregue;4;136.25;8
15061;Willian Duarte;Eletrônicos;Smartwatch;Entregue;3;843.77;15
15062;Camila Pereira;Casa e Decoração;Fritadeira Air Fryer;Entregue;4;446.81;3
15063;Roberto Cardoso;Casa e Decoração;Quadro Decorativo;Entregue;5;94.02;6
15064;Ana Lima;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;4;122.58;4
15065;Letícia Moreira;Eletrônicos;Smart TV;Entregue;4;3025.74;14
15066;Fernanda Costa;Esportes;Bicicleta Ergométrica;Entregue;1;1329.42;5
15067;Claudia Ramos;Brinquedos;Telescópio Infantil;Entregue;5;219.86;8
15068;Diego Fernandes;Eletrônicos;SSD Externo;Entregue;2;599.89;3
15069;Simone Castro;Eletrônicos;Caixa de Som Bluetooth;Em trânsito;4;214.74;11
15070;Natália Barbosa;Eletrônicos;Smart TV;Cancelado;1;3264.95;9
15071;Larissa Nunes;Brinquedos;Patins;Entregue;1;104.17;7
15072;Rodrigo Batista;Eletrônicos;Smartphone;Entregue;2;2094.75;4
15073;Diego Fernandes;Eletrônicos;Teclado Mecânico;Em trânsito;5;239.75;10
15074;Anderson Cruz;Eletrônicos;Mouse Sem Fio;Entregue;2;72.07;15
15075;Fernanda Costa;Casa e Decoração;Luminária de Mesa;Entregue;4;89.32;16
15076;Bianca Carvalho;Esportes;Garrafa Térmica;Cancelado;3;146.91;7
15077;Bruno Alves;Eletrônicos;Teclado Mecânico;Entregue;2;406.8;13
15078;Priscila Teixeira;Casa e Decoração;Jogo de Panelas;Em trânsito;4;256.76;11
15079;Juliana Martins;Eletrônicos;Mouse Sem Fio;Em trânsito;2;103.44;11
15080;Diego Fernandes;Casa e Decoração;Fritadeira Air Fryer;Entregue;1;516.17;3
15081;Patrícia Rocha;Esportes;Bicicleta Ergométrica;Entregue;1;1740.83;10
15082;Henrique Dias;Eletrônicos;Smartphone;Entregue;4;2443.29;4
15083;Rafael Oliveira;Eletrônicos;Mouse Sem Fio;Em trânsito;4;109.06;15
15084;Rafael Oliveira;Casa e Decoração;Jogo de Panelas;Entregue;3;479.44;14
15085;Roberto Cardoso;Eletrônicos;Smart TV;Entregue;3;2234.77;10
15086;Priscila Teixeira;Eletrônicos;Smartphone;Cancelado;3;2490.48;10
15087;Diego Fernandes;Eletrônicos;Smartphone;Entregue;2;1736.0;8
15088;Bruno Alves;Eletrônicos;Smartphone;Entregue;5;1973.56;15
15089;Claudia Ramos;Eletrônicos;SSD Externo;Em trânsito;2;343.4;8
15090;Fernanda Costa;Casa e Decoração;Luminária de Mesa;Entregue;5;179.64;8
15091;Alexandre Lacerda;Esportes;Tênis de Corrida;Entregue;5;423.92;8
15092;Priscila Teixeira;Eletrônicos;Webcam;Entregue;1;198.62;13
15093;Juliana Martins;Eletrônicos;Fone Bluetooth;Entregue;3;176.63;4
15094;Willian Duarte;Esportes;Kettlebell;Em trânsito;5;299.26;9
15095;Ana Lima;Casa e Decoração;Quadro Decorativo;Em trânsito;1;192.72;9
15096;Larissa Nunes;Esportes;Kettlebell;Entregue;3;318.48;5
15097;Larissa Nunes;Eletrônicos;Notebook;Entregue;2;5053.8;6
15098;Juliana Martins;Eletrônicos;SSD Externo;Em trânsito;3;548.05;8
15099;Simone Castro;Brinquedos;LEGO Clássico;Entregue;1;375.55;9
15100;Rafael Oliveira;Esportes;Mochila de Hidratação;Entregue;1;199.93;6
15101;Sérgio Machado;Esportes;Mochila de Hidratação;Entregue;4;212.03;8
15102;Juliana Martins;Eletrônicos;Notebook;Em trânsito;4;3662.58;6
15103;Leandro Reis;Eletrônicos;Smart TV;Em trânsito;2;2961.33;15
15104;Carlos Souza;Eletrônicos;SSD Externo;Entregue;4;607.27;13
15105;Diego Fernandes;Brinquedos;Carrinho de Controle Remoto;Entregue;1;123.51;10
15106;Rafael Oliveira;Casa e Decoração;Quadro Decorativo;Cancelado;5;66.12;5
15107;Aline Ferreira;Brinquedos;Violão Infantil;Entregue;3;288.99;10
15108;Flávia Azevedo;Brinquedos;Kit de Ciências;Entregue;3;230.66;6
15109;Rodrigo Batista;Brinquedos;Pista de Carrinhos;Em trânsito;1;193.12;8
15110;Rafael Oliveira;Brinquedos;Carrinho de Controle Remoto;Entregue;5;127.29;2
15111;Ana Lima;Brinquedos;LEGO Clássico;Entregue;3;447.22;2
15112;Letícia Moreira;Esportes;Bicicleta Ergométrica;Entregue;5;2248.7;3
15113;Anderson Cruz;Eletrônicos;SSD Externo;Entregue;2;225.91;3
15114;Camila Pereira;Esportes;Bicicleta Ergométrica;Em trânsito;5;2488.75;3
15115;Carlos Souza;Casa e Decoração;Quadro Decorativo;Entregue;1;158.16;10
15116;Diego Fernandes;Esportes;Bicicleta Ergométrica;Cancelado;5;2426.23;12
15117;Paulo Nascimento;Esportes;Luva de Boxe;Entregue;5;217.66;12
15118;Rafael Oliveira;Eletrônicos;Fone Bluetooth;Em trânsito;2;339.01;4
15119;Ana Lima;Esportes;Bermuda Esportiva;Entregue;5;144.1;2
15120;Simone Castro;Eletrônicos;Smart TV;Entregue;1;3228.44;7
15121;Bruno Alves;Esportes;Luva de Boxe;Em trânsito;4;243.57;4
15122;Débora Vieira;Brinquedos;Carrinho de Controle Remoto;Entregue;3;128.48;5
15123;Simone Castro;Esportes;Corda de Pular;Entregue;1;50.99;6
15124;Flávia Azevedo;Brinquedos;Patins;Em trânsito;5;201.29;6
15125;Camila Pereira;Brinquedos;Telescópio Infantil;Entregue;3;469.52;4
15126;Larissa Nunes;Esportes;Tapete de Yoga;Entregue;5;40.3;5
15127;Fernanda Costa;Eletrônicos;Mouse Sem Fio;Cancelado;3;70.17;8
15128;Eduardo Freitas;Esportes;Mochila de Hidratação;Entregue;3;244.88;3
15129;Vanessa Sousa;Casa e Decoração;Fritadeira Air Fryer;Entregue;3;508.78;6
15130;Rodrigo Batista;Eletrônicos;Smartwatch;Entregue;5;412.62;3
15131;Patrícia Rocha;Esportes;Tênis de Corrida;Entregue;5;293.74;8
15132;Fernanda Costa;Eletrônicos;Caixa de Som Bluetooth;Entregue;4;294.09;3
15133;Bruno Alves;Brinquedos;LEGO Clássico;Em trânsito;5;284.52;5
15134;Ana Lima;Casa e Decoração;Jogo de Cama;Em trânsito;2;275.52;3
15135;Thiago Santos;Esportes;Kettlebell;Em trânsito;3;348.05;10
15136;Fernanda Costa;Brinquedos;Quebra-Cabeça 1000 peças;Em trânsito;1;80.74;8
15137;Vanessa Sousa;Eletrônicos;Tablet;Entregue;5;1791.6;15
15138;Juliana Martins;Esportes;Bicicleta Ergométrica;Entregue;3;1632.01;3
15139;Bruno Alves;Brinquedos;Carrinho de Controle Remoto;Em trânsito;3;285.7;5
15140;Rafael Oliveira;Brinquedos;Telescópio Infantil;Entregue;1;273.3;7
15141;Fernanda Costa;Eletrônicos;SSD Externo;Em trânsito;3;491.4;13
15142;Rafael Oliveira;Casa e Decoração;Jogo de Panelas;Entregue;5;436.39;6
15143;Bruno Alves;Brinquedos;Kit de Ciências;Entregue;4;117.42;7
15144;Diego Fernandes;Esportes;Halteres;Entregue;2;206.52;11
15145;Juliana Martins;Esportes;Mochila de Hidratação;Entregue;4;219.54;4
15146;Carlos Souza;Eletrônicos;Smart TV;Entregue;5;1930.99;15
15147;Priscila Teixeira;Eletrônicos;Fone Bluetooth;Em trânsito;2;211.68;4
15148;Eduardo Freitas;Brinquedos;Jogo de Tabuleiro;Cancelado;5;88.72;7
15149;Mariana Correia;Esportes;Bicicleta Ergométrica;Em trânsito;4;1878.13;2
15150;Larissa Nunes;Eletrônicos;Smart TV;Em trânsito;2;3128.15;3
15151;Carlos Souza;Eletrônicos;Notebook;Entregue;4;5123.41;3
15152;Juliana Martins;Esportes;Mochila de Hidratação;Entregue;3;110.69;2
15153;Camila Pereira;Eletrônicos;Smart TV;Entregue;5;2847.02;10
15154;Larissa Nunes;Eletrônicos;Mouse Sem Fio;Entregue;2;160.9;13
15155;Rafael Oliveira;Eletrônicos;Caixa de Som Bluetooth;Entregue;5;308.23;14
15156;Thiago Santos;Eletrônicos;Smartwatch;Cancelado;2;510.77;4
15157;Carlos Souza;Brinquedos;LEGO Clássico;Em trânsito;4;300.43;2
15158;Rafael Oliveira;Esportes;Mochila de Hidratação;Em trânsito;4;157.42;6
15159;Henrique Dias;Esportes;Kettlebell;Em trânsito;2;219.98;3
15160;Thiago Santos;Eletrônicos;Notebook;Entregue;1;4586.04;11
15161;Ana Lima;Eletrônicos;Teclado Mecânico;Cancelado;2;327.7;11
15162;Carlos Souza;Eletrônicos;Fone Bluetooth;Entregue;1;192.06;10
15163;Amanda Silva;Esportes;Kettlebell;Em trânsito;5;277.15;12
15164;Isabela Mendes;Eletrônicos;Mouse Sem Fio;Entregue;3;84.39;8
15165;Natália Barbosa;Eletrônicos;Smartwatch;Entregue;5;753.88;7
15166;Carlos Souza;Eletrônicos;Smart TV;Entregue;4;2147.15;15
15167;Elaine Figueiredo;Eletrônicos;Fone Bluetooth;Entregue;3;208.05;13
15168;Diego Fernandes;Esportes;Bicicleta Ergométrica;Cancelado;1;880.43;10
15169;Fernanda Costa;Brinquedos;LEGO Clássico;Entregue;2;456.15;6
15170;Bruno Alves;Brinquedos;LEGO Clássico;Entregue;1;257.78;8
15171;Roberto Cardoso;Eletrônicos;Carregador Portátil;Em trânsito;5;103.02;14
15172;Roberto Cardoso;Casa e Decoração;Porta-Retratos;Em trânsito;5;41.27;12
15173;Aline Ferreira;Eletrônicos;Fone Bluetooth;Em trânsito;1;300.12;15
15174;Thiago Santos;Casa e Decoração;Cafeteira Elétrica;Em trânsito;3;249.52;10
15175;Flávia Azevedo;Esportes;Halteres;Entregue;5;218.52;9
15176;Bruno Alves;Eletrônicos;Notebook;Cancelado;5;5176.24;14
15177;Claudia Ramos;Eletrônicos;Webcam;Entregue;2;279.43;6
15178;Ana Lima;Eletrônicos;Smart TV;Entregue;1;2660.39;8
15179;Ana Lima;Esportes;Tênis de Corrida;Cancelado;4;362.45;12
15180;Lucas Ribeiro;Esportes;Kettlebell;Entregue;3;247.38;9
15181;Ana Lima;Casa e Decoração;Jogo de Panelas;Entregue;1;425.62;16
15182;Diego Fernandes;Eletrônicos;Smartwatch;Em trânsito;1;829.55;12
15183;Rafael Oliveira;Esportes;Bicicleta Ergométrica;Em trânsito;3;1850.28;7
15184;Natália Barbosa;Casa e Decoração;Jogo de Cama;Entregue;1;212.39;13
15185;Ana Lima;Casa e Decoração;Fritadeira Air Fryer;Em trânsito;2;518.11;13
15186;Anderson Cruz;Brinquedos;Patins;Entregue;5;110.19;5
15187;Diego Fernandes;Brinquedos;Boneca Articulada;Entregue;4;138.39;5
15188;Leandro Reis;Brinquedos;Carrinho de Controle Remoto;Entregue;5;327.89;7
15189;Ana Lima;Eletrônicos;Caixa de Som Bluetooth;Em trânsito;5;328.95;10
15190;Camila Pereira;Casa e Decoração;Luminária de Mesa;Cancelado;1;158.91;7
15191;Rafael Oliveira;Casa e Decoração;Jogo de Cama;Entregue;1;118.16;6
15192;Sérgio Machado;Eletrônicos;Smartphone;Cancelado;1;2245.79;5
15193;Simone Castro;Brinquedos;Carrinho de Controle Remoto;Entregue;4;303.41;8
15194;Juliana Martins;Eletrônicos;Fone Bluetooth;Entregue;3;172.74;12
15195;Aline Ferreira;Esportes;Bicicleta Ergométrica;Em trânsito;5;982.06;2
15196;Simone Castro;Brinquedos;Massinha de Modelar;Entregue;4;40.88;2
15197;Marcelo Monteiro;Casa e Decoração;Cafeteira Elétrica;Cancelado;1;328.38;14
15198;Diego Fernandes;Brinquedos;Carrinho de Controle Remoto;Entregue;2;272.93;4
15199;Renato Cavalcante;Esportes;Kettlebell;Em trânsito;3;313.58;11
15200;Amanda Silva;Esportes;Corda de Pular;Entregue;2;36.84;10
15201;Tiago Moura;Eletrônicos;Smartwatch;Entregue;3;911.09;4
15202;Isabela Mendes;Brinquedos;Kit de Ciências;Entregue;3;164.26;5
15203;Ana Lima;Eletrônicos;Webcam;Entregue;2;174.96;9
15204;Patrícia Rocha;Esportes;Raquete de Beach Tennis;Cancelado;4;205.24;9
15205;Marcelo Monteiro;Esportes;Luva de Boxe;Entregue;2;116.05;7
15206;Bruno Alves;Brinquedos;Jogo de Tabuleiro;Entregue;3;179.49;3
15207;Bruno Alves;Eletrônicos;Smartphone;Entregue;5;1658.47;4
15208;Carlos Souza;Eletrônicos;Webcam;Entregue;4;130.12;13
15209;Renato Cavalcante;Brinquedos;Patins;Entregue;5;136.2;8
15210;Ana Lima;Eletrônicos;Notebook;Entregue;5;5338.0;10
15211;Juliana Martins;Eletrônicos;SSD Externo;Em trânsito;4;647.47;9
15212;Juliana Martins;Brinquedos;Violão Infantil;Entregue;3;339.95;3
15213;Bruno Alves;Esportes;Raquete de Beach Tennis;Entregue;2;126.9;5
15214;Marcelo Monteiro;Esportes;Halteres;Cancelado;5;153.16;5
15215;Amanda Silva;Casa e Decoração;Jogo de Cama;Entregue;1;296.82;14
15216;Bruno Alves;Casa e Decoração;Fritadeira Air Fryer;Entregue;5;397.61;7
15217;Roberto Cardoso;Esportes;Bicicleta Ergométrica;Cancelado;4;1353.07;8
15218;Débora Vieira;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;1;66.45;10
15219;Felipe Gomes;Casa e Decoração;Fritadeira Air Fryer;Cancelado;1;345.81;8
15220;Anderson Cruz;Brinquedos;LEGO Clássico;Entregue;5;390.28;9
15221;Juliana Martins;Esportes;Tapete de Yoga;Cancelado;4;64.02;3
15222;Carlos Souza;Eletrônicos;Fone Bluetooth;Entregue;1;266.05;14
15223;Carlos Souza;Casa e Decoração;Jogo de Panelas;Cancelado;2;593.53;10
15224;Rafael Oliveira;Eletrônicos;Tablet;Entregue;4;1669.94;10
15225;Matheus Borges;Esportes;Bicicleta Ergométrica;Entregue;3;1469.59;11
15226;Carlos Souza;Casa e Decoração;Fritadeira Air Fryer;Entregue;3;318.12;13
15227;Thiago Santos;Esportes;Corda de Pular;Entregue;4;55.45;2
15228;Rafael Oliveira;Eletrônicos;Notebook;Entregue;2;4559.25;14
15229;Renato Cavalcante;Eletrônicos;Tablet;Entregue;1;1691.54;4
15230;Ana Lima;Esportes;Tapete de Yoga;Entregue;4;63.21;12
15231;Ana Lima;Eletrônicos;Notebook;Entregue;5;5150.96;6
15232;Juliana Martins;Casa e Decoração;Espelho de Parede;Em trânsito;2;262.82;18
15233;Bruno Alves;Casa e Decoração;Fritadeira Air Fryer;Entregue;2;614.9;14
15234;Sabrina Melo;Eletrônicos;Smart TV;Em trânsito;2;2367.92;12
15235;Bruno Alves;Esportes;Tênis de Corrida;Entregue;5;431.68;9
15236;Ana Lima;Esportes;Kettlebell;Entregue;3;273.52;10
15237;Felipe Gomes;Brinquedos;Kit de Ciências;Entregue;1;183.46;4
15238;Ana Lima;Casa e Decoração;Quadro Decorativo;Entregue;5;138.07;6
15239;Priscila Teixeira;Esportes;Bicicleta Ergométrica;Entregue;5;1296.15;9
15240;Isabela Mendes;Eletrônicos;Smartphone;Entregue;2;1358.55;6
15241;Ana Lima;Casa e Decoração;Difusor de Aromas;Entregue;1;119.44;7
15242;Bruno Alves;Esportes;Corda de Pular;Entregue;2;40.27;6
15243;Mariana Correia;Esportes;Mochila de Hidratação;Entregue;1;93.05;10
15244;Gustavo Pinto;Brinquedos;Jogo de Tabuleiro;Entregue;3;100.1;3
15245;Willian Duarte;Casa e Decoração;Quadro Decorativo;Em trânsito;5;70.21;11
15246;Diego Fernandes;Eletrônicos;Fone Bluetooth;Entregue;3;271.37;12
15247;Débora Vieira;Esportes;Bicicleta Ergométrica;Entregue;1;2153.04;12
15248;Rafael Oliveira;Esportes;Bicicleta Ergométrica;Entregue;5;1370.19;5
15249;Rafael Oliveira;Casa e Decoração;Quadro Decorativo;Cancelado;2;105.19;13
15250;Henrique Dias;Brinquedos;Pista de Carrinhos;Em trânsito;1;163.24;8
15251;Aline Ferreira;Eletrônicos;Carregador Portátil;Em trânsito;2;50.47;11
15252;Priscila Teixeira;Casa e Decoração;Difusor de Aromas;Entregue;2;136.88;10
15253;Bruno Alves;Eletrônicos;Teclado Mecânico;Entregue;2;274.46;10
15254;Juliana Martins;Brinquedos;LEGO Clássico;Entregue;1;363.71;5
15255;Bianca Carvalho;Esportes;Bicicleta Ergométrica;Entregue;5;2163.81;6
15256;Débora Vieira;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;4;125.36;6
15257;Natália Barbosa;Casa e Decoração;Espelho de Parede;Entregue;4;224.16;14
15258;Juliana Martins;Esportes;Bicicleta Ergométrica;Em trânsito;2;856.51;5
15259;Rafael Oliveira;Eletrônicos;Tablet;Em trânsito;1;1657.19;8
15260;Sabrina Melo;Casa e Decoração;Organizador de Gavetas;Entregue;5;80.96;18
15261;Ana Lima;Esportes;Tênis de Corrida;Em trânsito;3;360.79;7
15262;Sabrina Melo;Casa e Decoração;Fritadeira Air Fryer;Entregue;3;311.78;3
15263;Letícia Moreira;Esportes;Tênis de Corrida;Entregue;1;411.34;12
15264;Danilo Campos;Brinquedos;Pista de Carrinhos;Entregue;4;231.14;9
15265;Paulo Nascimento;Eletrônicos;SSD Externo;Entregue;4;328.06;6
15266;Carlos Souza;Esportes;Bola de Futebol;Em trânsito;5;129.61;8
15267;Bruno Alves;Eletrônicos;Carregador Portátil;Entregue;3;132.91;8
15268;Claudia Ramos;Eletrônicos;Webcam;Entregue;2;334.98;10
15269;Fernanda Costa;Esportes;Luva de Boxe;Entregue;5;126.91;5
15270;Carlos Souza;Eletrônicos;Smartwatch;Em trânsito;5;970.6;5
15271;Flávia Azevedo;Eletrônicos;Smart TV;Em trânsito;4;2926.78;5
15272;Juliana Martins;Brinquedos;Carrinho de Controle Remoto;Entregue;1;128.41;4
15273;Patrícia Rocha;Eletrônicos;Smartwatch;Entregue;2;689.95;13
15274;Rafael Oliveira;Brinquedos;Boneca Articulada;Entregue;3;109.28;4
15275;Diego Fernandes;Eletrônicos;Tablet;Entregue;1;1499.29;13
15276;Marcelo Monteiro;Eletrônicos;Smartphone;Em trânsito;2;1602.0;3
15277;Diego Fernandes;Brinquedos;Patins;Entregue;5;195.11;3
15278;Patrícia Rocha;Eletrônicos;SSD Externo;Entregue;5;371.82;6
15279;Natália Barbosa;Esportes;Bermuda Esportiva;Entregue;5;105.22;7
15280;Fernanda Costa;Brinquedos;Telescópio Infantil;Entregue;5;234.25;6
15281;Bianca Carvalho;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;2;128.06;7
15282;Renato Cavalcante;Eletrônicos;Smartwatch;Entregue;5;767.4;11
15283;Aline Ferreira;Esportes;Bola de Futebol;Cancelado;5;170.84;12
15284;Débora Vieira;Casa e Decoração;Luminária de Mesa;Entregue;3;138.78;10
15285;Camila Pereira;Eletrônicos;Tablet;Entregue;5;1698.79;7
15286;Juliana Martins;Eletrônicos;SSD Externo;Em trânsito;5;630.98;4
15287;Fernanda Costa;Esportes;Luva de Boxe;Entregue;5;121.24;7
15288;Diego Fernandes;Esportes;Kettlebell;Entregue;4;162.42;5
15289;Fernanda Costa;Esportes;Luva de Boxe;Entregue;1;188.74;10
15290;Bianca Carvalho;Eletrônicos;SSD Externo;Entregue;4;440.54;4
15291;Paulo Nascimento;Casa e Decoração;Jogo de Cama;Entregue;5;269.14;18
15292;Fernanda Costa;Esportes;Bicicleta Ergométrica;Em trânsito;5;1433.63;10
15293;Fernanda Costa;Eletrônicos;Mouse Sem Fio;Em trânsito;2;76.39;3
15294;Rafael Oliveira;Casa e Decoração;Jogo de Panelas;Entregue;1;588.68;3
15295;Diego Fernandes;Esportes;Tênis de Corrida;Entregue;1;314.3;8
15296;Anderson Cruz;Esportes;Bicicleta Ergométrica;Entregue;3;1734.9;11
15297;Claudia Ramos;Eletrônicos;Notebook;Entregue;3;4342.46;5
15298;Larissa Nunes;Eletrônicos;Caixa de Som Bluetooth;Entregue;4;222.16;5
15299;Juliana Martins;Eletrônicos;Carregador Portátil;Em trânsito;2;110.91;3
15300;Diego Fernandes;Casa e Decoração;Difusor de Aromas;Entregue;4;147.8;9
15301;Ana Lima;Esportes;Halteres;Em trânsito;2;269.66;7
15302;Henrique Dias;Brinquedos;Violão Infantil;Em trânsito;3;385.27;10
15303;Sérgio Machado;Eletrônicos;Smartphone;Entregue;2;1983.39;14
15304;Natália Barbosa;Casa e Decoração;Tapete Sala;Em trânsito;4;135.8;18
15305;Eduardo Freitas;Brinquedos;Pista de Carrinhos;Entregue;3;163.0;10
15306;Patrícia Rocha;Casa e Decoração;Jogo de Panelas;Em trânsito;2;628.91;18
15307;Patrícia Rocha;Eletrônicos;Carregador Portátil;Entregue;4;96.41;12
15308;Rafael Oliveira;Esportes;Kettlebell;Entregue;5;213.4;10
15309;Juliana Martins;Casa e Decoração;Organizador de Gavetas;Em trânsito;4;54.74;16
15310;Rafael Oliveira;Eletrônicos;Smartphone;Em trânsito;5;1982.06;11
15311;Diego Fernandes;Esportes;Bicicleta Ergométrica;Em trânsito;1;2379.89;2
15312;Fernanda Costa;Casa e Decoração;Luminária de Mesa;Em trânsito;3;189.14;4
15313;Rafael Oliveira;Esportes;Luva de Boxe;Entregue;5;199.62;11
15314;Sabrina Melo;Casa e Decoração;Espelho de Parede;Cancelado;1;346.41;3
15315;Tatiane Cunha;Esportes;Luva de Boxe;Cancelado;2;183.97;4
